id,Name_x,FIPS,year,VAC(vacantHousing),PMC,POV(poverty),UMP(unemployment),EDE (highschooldiploma),SNQ(foodaccess),HousingEviction_rate,RBS(Rentburdened),Opioidrate,x,y
153,Edison Park,9,2017,6.513280643,11.10228416,2.81646001,2.715778873,47.49981412,79.34097102,1.39,12.7063114,0,-87.81378,42.007627
154,Burnside,47,2018,20.98477422,13.28232923,17.73292642,21.94121457,13.41351217,51.42794414,3.17,40.05987256,36,-87.59647,41.728181
155,Calumet Heights,48,2018,13.26228991,13.26347032,15.47106482,10.76293168,25.14340402,58.54451586,4.71,28.60446405,9.4,-87.57272,41.729673
156,Roseland,49,2018,19.83062692,13.29104542,26.19737367,21.86589016,21.10535583,34.38053476,6.09,40.79713179,28.9,-87.623366,41.706588
157,Pullman,50,2018,11.16948035,13.29091586,22.82699763,18.03124749,21.56045032,53.40253617,3.94,28.34917599,9.9,-87.598252,41.706131
158,South Deering,51,2018,12.65540249,13.27246294,38.33369988,18.69252466,9.58988094,23.36650008,3.3,31.29428643,20.2,-87.570058,41.690639
159,East Side,52,2018,17.18596688,13.24000318,17.67641378,13.86922279,11.29020094,26.96700586,2.49,33.00305356,4.7,-87.534907,41.707306
160,West Pullman,53,2018,18.88552132,13.28511297,25.62955689,22.96170445,16.75572339,25.263199,6.73,33.53797768,24.5,-87.635745,41.67382
161,Riverdale,54,2018,20.04386331,13.28573996,59.1787083,33.73352527,4.562848989,28.85566411,7.26,25.32974056,63.6,-87.602849,41.660137
162,Hegewisch,55,2018,11.7313921,13.2663839,17.55508549,7.481116647,16.72907976,61.854994,7.28,40.3540749,27.8,-87.556803,41.668188
163,Beverly,72,2018,5.595218001,13.28373162,4.186098642,4.213917761,57.02239029,88.84793422,3.97,13.53124331,14.9,-87.675072,41.713148
164,Washington Heights,73,2018,9.871890407,13.29172361,19.79252725,17.87982862,23.46912017,48.21052623,5.96,41.37468275,15.1,-87.648897,41.717495
165,Mount Greenwood,74,2018,4.561209776,13.24674709,4.146137506,3.826827507,39.49458567,90.98055157,8.78,18.8750328,11.2,-87.713189,41.694876
166,Morgan Park,75,2018,10.51184401,13.2715658,19.10967295,12.10942436,36.36253736,65.9449603,4.62,28.48558144,6.9,-87.669062,41.689729
167,Douglas,35,2018,11.43231414,13.21260858,35.03763529,13.25328177,44.14638304,56.24934427,3.83,26.68770505,16.6,-87.61868,41.835122
168,Oakland,36,2018,7.420974171,13.20450325,27.65016478,19.50660722,31.4168612,27.01281779,6.94,22.11873048,56.7,-87.603217,41.823754
169,Fuller Park,37,2018,29.20774567,13.24663087,24.61568577,34.20054385,10.64775033,26.20649702,3.28,29.61951179,90.8,-87.632427,41.809082
170,Grand Boulevard,38,2018,14.68485146,13.23297173,30.78766094,18.90213246,30.07897569,34.04146118,4.52,31.42122424,57.8,-87.61786,41.812947
171,Kenwood,39,2018,11.26034098,13.21826235,19.12214086,8.234848581,58.39253626,60.89355158,4.59,24.94889771,9.6,-87.596186,41.808918
172,Washington Park,40,2018,19.40687314,13.25214557,39.00607342,20.52718931,17.983271,17.50358029,6.14,35.11429514,62.8,-87.617936,41.792356
173,Hyde Park,41,2018,10.37979197,13.22087595,20.468095,7.81911218,79.50282476,86.16123353,2.76,32.03952441,2.3,-87.592305,41.794088
174,Woodlawn,42,2018,18.93930037,13.24529623,36.03812113,16.49080203,29.42029346,31.90336413,4.93,33.95591844,16.1,-87.594924,41.778877
175,South Shore,43,2018,21.6460951,13.23134497,33.25664703,17.14230171,24.59205606,37.93528524,8.04,37.08361925,27.6,-87.57279,41.761583
176,Chatham,44,2018,16.37050698,13.2942089,24.36243093,16.7525422,24.32880867,41.04338789,7.44,39.98816959,28.7,-87.615965,41.740206
177,Avalon Park,45,2018,14.0376483,13.27958749,16.65159483,16.33903132,26.29861836,44.63393908,5.54,33.21248519,0,-87.586347,41.744197
178,South Chicago,46,2018,28.22141129,13.22904359,30.98064201,21.26011527,15.28195868,31.67917968,7.27,30.40507309,37.2,-87.551435,41.741243
179,West Englewood,67,2018,25.74710739,13.28686218,32.98216295,29.21128446,8.863182628,27.68372737,5.57,34.20103664,38.3,-87.666598,41.775926
180,Englewood,68,2018,35.52915673,13.28239186,41.65237693,26.20618577,7.891107478,27.64487172,6.27,36.17436962,45.9,-87.642502,41.777201
181,Greater Grand Crossing,69,2018,21.03168749,13.28815861,37.50976859,24.31942363,15.7042078,29.03598899,6.33,37.19462826,22.1,-87.616139,41.763251
182,Auburn Gresham,71,2018,17.24739566,13.30044708,26.47943658,18.80344033,14.941838,33.99934717,6.26,34.87002032,32.9,-87.656305,41.744203
183,Rogers Park,1,2018,12.691162,12.53750731,25.22517983,6.702233813,45.16624612,51.66599431,2.37,28.47473599,12.9,-87.670171,42.00963
184,West Ridge,2,2018,9.413745259,12.6235006,19.54439936,7.747410765,41.25285143,43.24999768,1.96,27.46084922,6.3,-87.695017,42.001583
185,Uptown,3,2018,10.66110476,12.74302524,18.05633691,4.543365926,59.20698164,57.89421601,1.53,20.72906028,17.4,-87.655899,41.965822
186,Loop,32,2018,18.99401473,13.10820295,11.50055548,5.813869065,81.70350994,92.69187236,1.68,19.03073909,25.2,-87.625194,41.878881
187,Near South Side,33,2018,7.056235491,13.17322951,11.86427571,1.53448527,71.10069649,44.28149795,3.88,22.76260014,12.4,-87.620344,41.857196
188,Lincoln Square,4,2018,8.282824183,12.74763008,8.417458536,4.226639665,62.51579343,69.83516955,0.82,17.13613874,17.4,-87.687513,41.975182
189,North Center,5,2018,9.957149887,12.86496902,4.710777089,3.45896234,70.21740751,70.21967516,0.36,12.01187613,1.4,-87.683839,41.947811
190,Lake View,6,2018,8.472823255,12.83992242,8.340884065,2.887066005,80.52249347,84.85014755,0.67,13.71157024,10.8,-87.656001,41.944236
191,Lincoln Park,7,2018,8.547992866,12.93314928,9.528853911,3.075777952,84.23902916,79.61588433,0.69,14.74491505,7.5,-87.649491,41.922696
192,Edgewater,77,2018,10.20676377,12.65055129,14.57607482,5.431179292,57.6888257,71.51641073,1.91,20.81509474,13,-87.663419,41.986719
193,Near North Side,8,2018,13.91417722,13.01810902,10.12333341,3.097002028,77.01231869,74.64197302,1.65,15.71929507,9.1,-87.633318,41.899611
194,Armour Square,34,2018,6.052433091,13.20675649,36.94324772,15.31645547,21.22936645,45.52319566,0.54,22.24960357,6.8,-87.633976,41.842083
195,Garfield Ridge,56,2018,5.214621325,13.24571225,7.466707229,8.416480052,20.48631291,61.96892602,2.05,17.00846955,17,-87.764246,41.796185
196,Archer Heights,57,2018,7.164265056,13.26015971,18.15750452,8.379392792,14.5420657,35.84067047,1.65,17.9794084,6,-87.726365,41.810873
197,Brighton Park,58,2018,10.84664764,13.2607116,23.59579972,8.96297133,10.07992295,45.99536301,2.22,22.68265918,14.5,-87.698859,41.817364
198,McKinley Park,59,2018,5.868988358,13.23693792,23.26927068,9.705091522,22.29494392,48.316441,1.65,29.62012441,6.7,-87.6725,41.829927
199,Bridgeport,60,2018,7.422913087,13.2222575,16.39897692,7.915351164,32.99540753,54.8770917,0.98,23.88069327,9,-87.648784,41.836151
200,New City,61,2018,18.28599247,13.26181089,24.94466262,15.89967101,11.1801874,45.8991904,3.44,22.82930131,32.1,-87.659171,41.809017
201,West Elsdon,62,2018,5.724308934,13.27807456,10.76870548,10.92509219,12.64062848,52.18539949,3.05,18.96775594,11.3,-87.724213,41.792977
202,Gage Park,63,2018,9.640532042,13.28082751,18.78894299,12.60441868,6.827925564,39.20803299,2.15,21.11627594,17,-87.696433,41.795429
203,Clearing,64,2018,4.55153393,13.25795003,8.832324963,8.710759435,16.89345948,52.28561167,2,18.70132828,31.3,-87.768517,41.779582
204,West Lawn,65,2018,8.713283247,13.29826868,13.08630133,11.97434498,11.94823747,47.27713918,2.99,24.63913043,6.6,-87.726927,41.769774
205,Chicago Lawn,66,2018,15.5795831,13.29667431,26.19351063,23.86479868,7.997434022,34.2449374,4.71,36.94864841,31.4,-87.695667,41.771849
206,Ashburn,70,2018,4.745066851,13.29816386,11.79972092,11.82336577,20.7132547,56.09344132,4.03,28.33201185,2,-87.708363,41.745756
207,Humboldt Park,23,2018,12.82046862,13.07896107,28.95317433,12.24958241,15.92815122,36.35290374,3.18,27.73104487,75.3,-87.720917,41.90008
208,West Town,24,2018,9.511016509,13.05064778,11.7942948,3.909432136,66.9435762,58.15976405,0.84,14.24718471,15.9,-87.676358,41.901216
209,Austin,25,2018,13.87295169,13.09065086,26.87624862,12.89713541,15.52317409,38.70078336,6.08,37.03555814,62.2,-87.763117,41.894113
210,West Garfield Park,26,2018,27.27793736,13.15756984,40.91498914,17.78405988,5.626978071,24.98554301,6.11,40.2729765,91.6,-87.730233,41.878602
211,East Garfield Park,27,2018,19.42075311,13.14548005,46.8129021,19.18631084,15.86633427,20.76074615,4.55,42.24229974,118.5,-87.705892,41.878923
212,Near West Side,28,2018,9.97662086,13.14056918,27.5018334,9.597217014,56.02821056,61.89670826,1.55,19.87050068,32.2,-87.663513,41.874016
213,North Lawndale,29,2018,23.52570037,13.19586915,40.48991202,16.45827016,12.3105807,30.45148717,5.73,38.79566981,114.9,-87.717218,41.860197
214,South Lawndale,30,2018,12.72703404,13.22748125,31.5339345,8.538968649,6.747061772,42.0080322,1.83,22.11076813,21.7,-87.714,41.839091
215,Lower West Side,31,2018,13.471609,13.20326351,22.13312172,6.091036791,31.44704293,54.3577622,1.17,21.23093497,11.6,-87.66757,41.850277
216,Norwood Park,10,2018,5.352696301,12.75635899,6.001470985,3.480262245,39.84094725,73.19683711,1.02,27.11600186,11.4,-87.803451,41.985248
217,Jefferson Park,11,2018,7.098510319,12.79036749,10.2150969,4.798230708,36.77244872,66.7350531,1.21,15.2885949,21.7,-87.771165,41.978836
218,Forest Glen,12,2018,3.399472681,12.71827413,4.39414368,3.83632326,58.09661807,69.3567956,2.53,36.3489294,0,-87.758358,41.993938
219,North Park,13,2018,6.202640144,12.75490195,12.2835271,5.660225326,49.54155568,68.63477642,0.94,19.78080221,10.1,-87.723578,41.983651
220,Albany Park,14,2018,8.994858826,12.82611381,15.5395733,5.499128771,36.41495794,57.97652162,1.52,18.0197709,7.3,-87.721558,41.968078
221,Portage Park,15,2018,9.997650236,12.88335465,11.23116065,6.294610912,30.82350208,68.77107439,1.84,21.16790903,19.6,-87.763401,41.954043
222,Irving Park,16,2018,9.777797565,12.87776037,9.524328816,4.083061023,42.69425346,66.84298105,1.63,16.55080916,14.7,-87.723457,41.953589
223,Dunning,17,2018,6.16003611,12.89510478,8.16378573,4.463456274,26.96869155,75.36200336,1.69,24.53253641,23.6,-87.806015,41.946522
224,Montclare,18,2018,10.13232301,12.95811588,12.80309756,6.594471811,16.15248167,61.05092546,3.95,33.0777477,22.1,-87.798033,41.929306
225,Belmont Cragin,19,2018,8.961858829,12.97833392,16.99325946,6.908613445,13.46957887,53.81724421,2.25,28.67895321,12.8,-87.765502,41.927275
226,Hermosa,20,2018,10.22981252,12.99583012,18.9940675,6.190414037,16.1840163,56.54493371,1.81,32.61447911,16.3,-87.734741,41.924353
227,Avondale,21,2018,11.68549444,12.92635616,16.07842198,4.527831235,37.02577827,67.13878469,1.24,23.20625081,16.5,-87.711219,41.938673
228,Logan Square,22,2018,9.866051748,12.97905117,11.62938469,3.628851351,56.02208548,68.48836549,0.91,15.76285689,16.6,-87.699149,41.922768
229,O'Hare,76,2018,4.845734363,12.76351185,13.5018522,7.787594672,27.97644777,67.77278217,1.34,26.59209486,5.9,-87.893699,41.975696
230,Edison Park,9,2018,6.31822717,12.6717301,2.900936289,1.965108604,49.68107953,79.65710383,0.79,14.29312948,0,-87.81378,42.007627
231,Burnside,47,2019,28.53253059,9.779981315,15.70858549,20.12727786,15.04580758,52.07847654,3.11,43.27459292,21.8,-87.59647,41.728181
232,Calumet Heights,48,2019,12.864023,9.724003204,15.66590332,9.083220288,26.15145925,60.76402376,5.31,28.25221547,32.5,-87.57272,41.729673
233,Roseland,49,2019,20.28276173,9.80542086,23.40932363,20.13868183,20.60483611,35.92412055,5.83,35.44206812,34.6,-87.623366,41.706588
234,Pullman,50,2019,10.83510255,9.765407392,19.74318662,15.89339714,22.82521129,49.7784328,4.63,25.88032388,42.9,-87.598252,41.706131
235,South Deering,51,2019,12.83501394,9.710278043,38.26963916,16.12880624,12.64847148,21.64790987,3.18,31.17935155,36.7,-87.570058,41.690639
236,East Side,52,2019,15.15265906,9.637250096,17.91975221,10.02938234,11.57813243,29.3110767,2.59,29.53599496,17.7,-87.534907,41.707306
237,West Pullman,53,2019,17.58897991,9.792082312,22.40858195,17.13495311,18.18470859,34.6870327,6.83,35.10216055,35.5,-87.635745,41.67382
238,Riverdale,54,2019,16.657402,9.749864926,53.85968225,30.87837564,5.989365641,32.39393221,6.24,21.71772443,65,-87.602849,41.660137
239,Hegewisch,55,2019,10.83691783,9.675858066,16.79079736,6.122575678,16.49613533,52.71864194,3,35.32549022,23.2,-87.556803,41.668188
240,Beverly,72,2019,6.19115117,9.871923526,4.691243438,4.418617698,55.99058329,80.28849517,4.51,17.36673809,0,-87.675072,41.713148
241,Washington Heights,73,2019,11.08571911,9.847667771,21.07600005,15.67818077,24.36889054,43.47975272,6.29,37.60014733,33.6,-87.648897,41.717495
242,Mount Greenwood,74,2019,5.500925377,9.870656753,4.641217495,4.100417284,40.24117392,89.876093,5.31,26.00408786,5.6,-87.713189,41.694876
243,Morgan Park,75,2019,10.28346128,9.833673728,11.89004956,11.29581453,37.27991594,71.8005348,3.03,25.26226667,15.8,-87.669062,41.689729
244,Douglas,35,2019,10.05234994,9.834978452,34.93128736,12.34921568,44.42877596,61.16488105,3.3,27.71483391,47.6,-87.61868,41.835122
245,Oakland,36,2019,6.055742374,9.792052222,24.73031645,15.40953844,33.89857881,31.9656656,4.61,17.80191495,74.7,-87.603217,41.823754
246,Fuller Park,37,2019,26.06586373,9.860082221,29.33868489,25.14322158,8.850113519,23.32362254,4.24,26.31073487,92.7,-87.632427,41.809082
247,Grand Boulevard,38,2019,13.37278085,9.826508419,29.02468275,15.37320626,32.68495871,29.57435969,4.53,30.05783513,21.9,-87.61786,41.812947
248,Kenwood,39,2019,9.860033099,9.776782416,19.4314313,9.577575308,59.61346555,61.36036647,4.93,26.32530295,0,-87.596186,41.808918
249,Washington Park,40,2019,19.51746108,9.834747216,37.18427355,21.92982413,17.51158868,22.83125301,7.55,38.7514057,61.8,-87.617936,41.792356
250,Hyde Park,41,2019,10.67124068,9.765909201,20.82237568,7.816046587,79.74901434,88.44948357,3.19,31.95948447,0,-87.592305,41.794088
251,Woodlawn,42,2019,18.72869905,9.778179152,35.50761218,17.7055021,28.54311163,34.17053688,5.11,34.93506042,46.5,-87.594924,41.778877
252,South Shore,43,2019,20.53995011,9.72069145,31.09504775,16.29979256,24.71046419,37.59113253,8.72,35.18046475,31.3,-87.57279,41.761583
253,Chatham,44,2019,15.78652511,9.823817085,23.78522912,15.34509234,25.86017539,37.4199818,7.61,37.74525775,63.5,-87.615965,41.740206
254,Avalon Park,45,2019,12.54001389,9.760659605,20.80542813,14.55867987,27.19868203,43.15652316,7.4,38.10787604,34.4,-87.586347,41.744197
255,South Chicago,46,2019,25.06361342,9.667637466,28.83807625,18.23604461,18.35379491,30.61755486,6.52,29.05260789,36.8,-87.551435,41.741243
256,West Englewood,67,2019,25.15828252,9.920285259,33.27760618,27.01935316,8.947627333,27.4384106,5.77,37.1991923,52.7,-87.666598,41.775926
257,Englewood,68,2019,34.8586904,9.885174786,40.10256256,24.47248029,8.892935211,27.71619599,5.42,33.19289207,56.5,-87.642502,41.777201
258,Greater Grand Crossing,69,2019,21.2196631,9.829680007,35.86726727,21.90038855,16.54711069,28.17473866,6.89,37.34186129,54.8,-87.616139,41.763251
259,Auburn Gresham,71,2019,16.95153,9.885435168,25.16863313,15.93455311,15.51357797,34.54839025,6.48,35.296522,32.1,-87.656305,41.744203
260,Rogers Park,1,2019,10.6382482,9.428351197,24.9258199,5.428146166,45.75484692,52.6523734,2.2,27.64245148,16.9,-87.670171,42.00963
261,West Ridge,2,2019,8.918379406,9.528918996,19.52028209,7.198650177,41.09134942,44.33554887,1.64,26.89386432,7.6,-87.695017,42.001583
262,Uptown,3,2019,8.995204941,9.559439727,17.66577693,3.572312831,60.94382875,60.38805359,1.54,20.34474384,18.4,-87.655899,41.965822
263,Loop,32,2019,19.86596865,9.781109478,11.38177031,5.613862931,83.20981391,95.34210605,1.65,19.95470192,14.2,-87.625194,41.878881
264,Near South Side,33,2019,5.129114247,9.828235354,10.2572696,0.709945356,71.72858442,52.25000522,3.58,16.38980443,20.5,-87.620344,41.857196
265,Lincoln Square,4,2019,8.015424805,9.606310848,8.160976675,4.153887863,63.82224656,74.42049813,0.71,15.4862421,6.3,-87.687513,41.975182
266,North Center,5,2019,9.58154855,9.688970375,5.289348181,2.767528877,72.29927302,65.70546903,0.6,11.09211705,11.1,-87.683839,41.947811
267,Lake View,6,2019,7.792530841,9.632660888,7.920006136,2.801458288,81.32041661,84.57004782,0.75,13.81866175,10.7,-87.656001,41.944236
268,Lincoln Park,7,2019,8.860392559,9.688667239,9.14617441,2.736089684,83.77344037,76.79644068,0.47,14.44936479,8.7,-87.649491,41.922696
269,Edgewater,77,2019,9.19252081,9.502136089,13.15240163,4.933773043,59.61123064,75.57685456,2.03,20.24291579,16.3,-87.663419,41.986719
270,Near North Side,8,2019,13.58903018,9.731430709,9.425435988,2.64779676,78.31685525,80.30413794,1.47,16.13414362,9,-87.633318,41.899611
271,Armour Square,34,2019,6.746671231,9.8594605,37.39262374,12.86972225,23.52819951,48.4642012,0.89,15.64002392,6.8,-87.633976,41.842083
272,Garfield Ridge,56,2019,4.416078457,10.05284579,8.46991025,8.874807178,20.67974413,73.58997511,2.56,15.43396991,18.1,-87.764246,41.796185
273,Archer Heights,57,2019,7.745043987,10.01775143,14.12795579,7.677385298,14.51152755,30.12506768,1.13,21.0432435,9.3,-87.726365,41.810873
274,Brighton Park,58,2019,10.47059133,9.975527394,23.72316803,7.91818712,10.74979079,50.23442745,1.78,20.62499707,12.7,-87.698859,41.817364
275,McKinley Park,59,2019,5.727920985,9.929934383,19.2263801,7.542144373,21.65928373,48.26775895,0.91,26.16814438,21.7,-87.6725,41.829927
276,Bridgeport,60,2019,6.69322395,9.888694686,14.67960241,6.839059483,34.62437673,53.7044803,0.84,22.68382275,8.5,-87.648784,41.836151
277,New City,61,2019,16.5129214,9.91009059,24.82532523,14.35052837,12.6618284,43.0332021,3.33,22.78798189,32.8,-87.659171,41.809017
278,West Elsdon,62,2019,6.011587497,10.01916766,9.031988493,11.05250712,13.65093125,59.94907906,1.84,17.90718777,17,-87.724213,41.792977
279,Gage Park,63,2019,9.507094054,9.975178489,18.19114849,12.98805864,7.044193819,38.15309582,2.42,19.11923909,20.5,-87.696433,41.795429
280,Clearing,64,2019,4.891482109,10.05547532,8.766306366,8.746141136,18.60434131,52.36031152,1.87,15.20524052,22.8,-87.768517,41.779582
281,West Lawn,65,2019,8.115498929,10.00922681,12.66707748,10.87466091,12.61324597,52.97180829,2.59,22.75282383,16,-87.726927,41.769774
282,Chicago Lawn,66,2019,14.5166069,9.962447094,24.24727808,20.88144888,7.995322783,36.60179849,4.54,33.44241011,21.7,-87.695667,41.771849
283,Ashburn,70,2019,4.608025214,9.953329169,13.11170956,11.10553817,20.90844335,63.95781047,3.92,33.72270978,7.8,-87.708363,41.745756
284,Humboldt Park,23,2019,11.25231625,9.902275047,26.68089561,11.78842925,14.96273108,39.95017984,3.16,29.38558716,59.2,-87.720917,41.90008
285,West Town,24,2019,8.65134377,9.814116311,10.89194166,3.51827167,68.02413217,67.4961225,0.82,13.31388889,22.8,-87.676358,41.901216
286,Austin,25,2019,13.41699957,9.970050675,25.38345019,11.93201506,16.60712434,45.09538292,6.17,35.86514058,66.1,-87.763117,41.894113
287,West Garfield Park,26,2019,27.5480626,9.969848768,39.0036086,20.28866927,6.309076598,26.53257837,7.24,40.65313492,87.8,-87.730233,41.878602
288,East Garfield Park,27,2019,18.52841963,9.926506352,44.35119866,17.54369719,15.87291078,24.7855999,4.86,40.87490128,112.7,-87.705892,41.878923
289,Near West Side,28,2019,10.89535575,9.860208157,25.43734147,8.386220697,56.41611296,59.75416417,1.64,19.9358827,61.7,-87.663513,41.874016
290,North Lawndale,29,2019,24.5063982,9.974239134,38.13909173,14.40975391,12.50432693,34.6927679,5.49,38.17400038,94,-87.717218,41.860197
291,South Lawndale,30,2019,12.88856528,9.987493545,27.97049844,8.700743964,7.845295195,47.43480309,1.96,19.1493253,11.6,-87.714,41.839091
292,Lower West Side,31,2019,10.77504231,9.905220841,15.41049229,4.872923391,31.53250923,52.37151697,1.04,19.37686938,12.6,-87.66757,41.850277
293,Norwood Park,10,2019,4.35432513,9.788287141,6.701653074,3.189471942,39.2616045,76.69092047,0.82,25.30938394,16.1,-87.803451,41.985248
294,Jefferson Park,11,2019,7.927393769,9.75806313,9.81145393,4.520262782,35.57151472,59.43591309,0.93,18.02046179,15.3,-87.771165,41.978836
295,Forest Glen,12,2019,4.115100772,9.692151481,4.414242405,3.178903674,58.2582373,68.32696009,2.34,28.96882991,0,-87.758358,41.993938
296,North Park,13,2019,6.047907895,9.67517891,11.32781701,4.521950774,47.65023419,60.4625926,0.67,17.16580737,6.1,-87.723578,41.983651
297,Albany Park,14,2019,7.712843653,9.714540751,14.34266274,5.177424607,38.13691877,55.57355693,1.3,18.80925584,11.8,-87.721558,41.968078
298,Portage Park,15,2019,10.34448916,9.819118777,9.399213366,5.486819815,32.70181747,73.87693533,1.66,18.64353185,19.6,-87.763401,41.954043
299,Irving Park,16,2019,9.222432681,9.755679421,8.704218816,3.856394973,43.41533394,62.48337897,1.29,16.10762379,15.2,-87.723457,41.953589
300,Dunning,17,2019,6.448129538,9.894074931,6.959865042,3.560239018,26.65965515,77.8077595,1.75,25.69883689,16.4,-87.806015,41.946522
301,Montclare,18,2019,9.851072359,9.921884219,11.6889146,5.620317382,17.03990582,57.4120993,2.43,30.76242274,31.5,-87.798033,41.929306
302,Belmont Cragin,19,2019,8.783770463,9.891654368,15.79229789,6.166630056,13.41331745,59.32616159,2.29,27.55879109,17,-87.765502,41.927275
303,Hermosa,20,2019,8.514055751,9.857539755,16.45826517,6.216310561,16.06292489,62.66902586,2.01,25.49140371,15.1,-87.734741,41.924353
304,Avondale,21,2019,10.60038839,9.775757569,14.32127063,4.326133566,38.41100185,59.99396938,1.17,21.77842422,19.3,-87.711219,41.938673
305,Logan Square,22,2019,9.78266476,9.796844871,11.31641683,3.171140327,57.90441686,72.57307991,0.95,14.44132102,18.9,-87.699149,41.922768
306,O'Hare,76,2019,5.102150954,9.884884523,13.28540386,4.411113029,28.55687579,73.43823606,1.99,26.21611115,32.9,-87.893699,41.975696
307,Edison Park,9,2019,5.713506226,9.734400698,3.505145664,1.558687085,49.03594665,82.59739682,1.26,19.67778218,19.3,-87.81378,42.007627
